Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
         281244	     14050	8000319a	8f55	c.or	x14,x13	 x14:0x64d7cc1f x13:0xbaa5c000 x14=0xfef7cc1f
         281284	     14052	8000319c	00749213	slli	x4,x9,0x7	  x9:0x8cd200f8  x4=0x69007c00
         281344	     14055	800031a0	00c31e13	slli	x28,x6,0xc	  x6:0x00000000 x28=0x00000000
         281404	     14058	800031a4	00d9f5b3	and	x11,x19,x13	 x19:0x00000001 x13:0xbaa5c000 x11=0x00000000
         281464	     14061	800031a8	00d9a033	slt	x0,x19,x13	 x19:0x00000001 x13:0xbaa5c000  x0=0x00000000
         281524	     14064	800031ac	8725	c.srai	x14,0x9	 x14:0xfef7cc1f x14=0xffff7be6
         281584	     14067	800031ae	188e3c93	sltiu	x25,x28,392	 x28:0x00000000 x25=0x00000001
         281604	     14068	800031b2	86c1	c.srai	x13,0x10	 x13:0xbaa5c000 x13=0xffffbaa5
         282364	     14106	800031b4	03d9e133	rem	x2,x19,x29	 x19:0x00000001 x29:0x00000001  x2=0x00000000
         282384	     14107	800031b8	8ef5	c.and	x13,x13	 x13:0xffffbaa5 x13:0xffffbaa5 x13=0xffffbaa5
         282404	     14108	800031ba	92e06093	ori	x1,x0,-1746	  x0:0x00000000  x1=0xfffff92e
         282424	     14109	800031be	b457e613	ori	x12,x15,-1211	 x15:0xffff0000 x12=0xfffffb45
         282484	     14112	800031c2	01f65013	srli	x0,x12,0x1f	 x12:0xfffffb45  x0=0x00000000
         282504	     14113	800031c6	8699	c.srai	x13,0x6	 x13:0xffffbaa5 x13=0xfffffeea
         282544	     14115	800031c8	5be74593	xori	x11,x14,1470	 x14:0xffff7be6 x11=0xffff7e58
         282604	     14118	800031cc	01ebee33	or	x28,x23,x30	 x23:0x00000233 x30:0x00000000 x28=0x00000233
         282724	     14124	800031d0	02b419b3	mulh	x19,x8,x11	  x8:0x00000000 x11:0xffff7e58 x19=0x00000000
         283464	     14161	800031d4	0345cab3	div	x21,x11,x20	 x11:0xffff7e58 x20:0x00005000 x21=0xffffffff
         283484	     14162	800031d8	40205a93	srai	x21,x0,0x2	  x0:0x00000000 x21=0x00000000
         283504	     14163	800031dc	000e68b3	or	x17,x28,x0	 x28:0x00000233  x0:0x00000000 x17=0x00000233
         283524	     14164	800031e0	f1164113	xori	x2,x12,-239	 x12:0xfffffb45  x2=0x00000454
         283564	     14166	800031e4	4d85	c.li	x27,1	 x27=0x00000001
         283584	     14167	800031e6	4e81	c.li	x29,0	 x29=0x00000000
         283624	     14169	800031e8	4181	c.li	x3,0	  x3=0x00000000
         283644	     14170	800031ea	4e05	c.li	x28,1	 x28=0x00000001
         283684	     14172	800031ec	4c05	c.li	x24,1	 x24=0x00000001
         283704	     14173	800031ee	4401	c.li	x8,0	  x8=0x00000000
         283744	     14175	800031f0	4305	c.li	x6,1	  x6=0x00000001
         283804	     14178	800031f2	0d5be637	lui	x12,0xd5be	 x12=0x0d5be000
         283864	     14181	800031f6	99b60613	addi	x12,x12,-1637	 x12:0x0d5be000 x12=0x0d5bd99b
         283884	     14182	800031fa	4681	c.li	x13,0	 x13=0x00000000
         283924	     14184	800031fc	4481	c.li	x9,0	  x9=0x00000000
         283944	     14185	800031fe	8086	c.mv	x1,x1	  x0:0x00000000  x1:0xfffff92e  x1=0xfffff92e
         284004	     14188	80003200	03dad933	divu	x18,x21,x29	 x21:0x00000000 x29:0x00000000 x18=0xffffffff
         284044	     14190	80003204	8dde	c.mv	x27,x23	  x0:0x00000000 x23:0x00000233 x27=0x00000233
         284104	     14193	80003206	015600b3	add	x1,x12,x21	 x12:0x0d5bd99b x21:0x00000000  x1=0x0d5bd99b
         284224	     14199	8000320a	039ca133	mulhsu	x2,x25,x25	 x25:0x00000001 x25:0x00000001  x2=0x00000000
         284284	     14202	8000320e	03bd0033	mul	x0,x26,x27	 x26:0x8000ae64 x27:0x00000233  x0=0x00000000
         285024	     14239	80003212	026cd7b3	divu	x15,x25,x6	 x25:0x00000001  x6:0x00000001 x15=0x00000001
         285764	     14276	80003216	03ade1b3	rem	x3,x27,x26	 x27:0x00000233 x26:0x8000ae64  x3=0x00000233
         285784	     14277	8000321a	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         285864	     14281	8000321c	035b2db3	mulhsu	x27,x22,x21	 x22:0x00000000 x21:0x00000000 x27=0x00000000
         285884	     14282	80003220	419c0133	sub	x2,x24,x25	 x24:0x00000001 x25:0x00000001  x2=0x00000000
         285964	     14286	80003224	027aa5b3	mulhsu	x11,x21,x7	 x21:0x00000000  x7:0xd4812800 x11=0x00000000
         285984	     14287	80003228	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         286004	     14288	8000322a	0314	c.addi4spn	x13,x2,384	 x13=0x00000180
         286024	     14289	8000322c	6105	c.addi16sp	x2,32	  x2:0x00000000  x2=0x00000020
         286044	     14290	8000322e	5a7d	c.li	x20,-1	 x20=0xffffffff
         286064	     14291	80003230	0494	c.addi4spn	x13,x2,576	 x13=0x00000260
         286084	     14292	80003232	81464197	auipc	x3,0x81464	  x3=0x01467232
         286104	     14293	80003236	86c5	c.srai	x13,0x11	 x13:0x00000260 x13=0x00000000
         286144	     14295	80003238	82a5	c.srli	x13,0x9	 x13:0x00000000 x13=0x00000000
         286204	     14298	8000323a	01e35eb3	srl	x29,x6,x30	  x6:0x00000001 x30:0x00000000 x29=0x00000001
         286264	     14301	8000323e	34593293	sltiu	x5,x18,837	 x18:0xffffffff  x5=0x00000000
         286384	     14307	80003242	030c18b3	mulh	x17,x24,x16	 x24:0x00000001 x16:0x000006ac x17=0x00000000
         286404	     14308	80003246	412f01b3	sub	x3,x30,x18	 x30:0x00000000 x18:0xffffffff  x3=0x00000001
         286444	     14310	8000324a	5e2be693	ori	x13,x23,1506	 x23:0x00000233 x13=0x000007f3
         286464	     14311	8000324e	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         286504	     14313	80003250	00da52b3	srl	x5,x20,x13	 x20:0xffffffff x13:0x000007f3  x5=0x00001fff
         286564	     14316	80003254	8ef5	c.and	x13,x13	 x13:0x000007f3 x13:0x000007f3 x13=0x000007f3
         286584	     14317	80003256	4241	c.li	x4,16	  x4=0x00000010
         286644	     14320	80003258	02bc5a33	divu	x20,x24,x11	 x24:0x00000001 x11:0x00000000 x20=0xffffffff
         286684	     14322	8000325c	415be393	ori	x7,x23,1045	 x23:0x00000233  x7=0x00000637
         286744	     14325	80003260	8acd	c.andi	x13,19	 x13:0x000007f3 x13=0x00000013
         286764	     14326	80003262	587d	c.li	x16,-1	 x16=0xffffffff
         286804	     14328	80003264	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         286864	     14331	80003266	01256033	or	x0,x10,x18	 x10:0x8cd200f8 x18:0xffffffff  x0=0x00000000
         286884	     14332	8000326a	8ed5	c.or	x13,x13	 x13:0x00000013 x13:0x00000013 x13=0x00000013
         286984	     14337	8000326c	023a9033	mulh	x0,x21,x3	 x21:0x00000000  x3:0x00000001  x0=0x00000000
         287004	     14338	80003270	990bec17	auipc	x24,0x990be	 x24=0x190c1270
         287044	     14340	80003274	01a7aab3	slt	x21,x15,x26	 x15:0x00000001 x26:0x8000ae64 x21=0x00000000
         287104	     14343	80003278	99f6	c.add	x19,x29	 x19:0x00000000 x29:0x00000001 x19=0x00000001
         287164	     14346	8000327a	4082d733	sra	x14,x5,x8	  x5:0x00001fff  x8:0x00000000 x14=0x00001fff
         287184	     14347	8000327e	8ed9	c.or	x13,x14	 x13:0x00000013 x14:0x00001fff x13=0x00001fff
         287224	     14349	80003280	6ce10cb7	lui	x25,0x6ce10	 x25=0x6ce10000
         287304	     14353	80003284	03e0e033	rem	x0,x1,x30	  x1:0x0d5bd99b x30:0x00000000  x0=0x00000000
         287344	     14355	80003288	40bf5813	srai	x16,x30,0xb	 x30:0x00000000 x16=0x00000000
         287404	     14358	8000328c	012d4c33	xor	x24,x26,x18	 x26:0x8000ae64 x18:0xffffffff x24=0x7fff519b
         288184	     14397	80003290	02fad333	divu	x6,x21,x15	 x21:0x00000000 x15:0x00000001  x6=0x00000000
         288204	     14398	80003294	828e7693	andi	x13,x28,-2008	 x28:0x00000001 x13=0x00000000
         288224	     14399	80003298	876d	c.srai	x14,0x1b	 x14:0x00001fff x14=0x00000000
         288244	     14400	8000329a	13748713	addi	x14,x9,311	  x9:0x00000000 x14=0x00000137
         288304	     14403	8000329e	01482e33	slt	x28,x16,x20	 x16:0x00000000 x20:0xffffffff x28=0x00000000
         288324	     14404	800032a2	917e	c.add	x2,x31	  x2:0x00000020 x31:0xff057b01  x2=0xff057b21
         288364	     14406	800032a4	0061a7b3	slt	x15,x3,x6	  x3:0x00000001  x6:0x00000000 x15=0x00000000
         288424	     14409	800032a8	00cc8a33	add	x20,x25,x12	 x25:0x6ce10000 x12:0x0d5bd99b x20=0x7a3cd99b
         288484	     14412	800032ac	1c7d	c.addi	x24,-1	 x24:0x7fff519b x24=0x7fff519a
         288504	     14413	800032ae	0314	c.addi4spn	x13,x2,384	 x13=0xff057ca1
         288544	     14415	800032b0	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         288604	     14418	800032b2	004fb5b3	sltu	x11,x31,x4	 x31:0xff057b01  x4:0x00000010 x11=0x00000000
         288624	     14419	800032b6	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         288664	     14421	800032b8	8ef5	c.and	x13,x13	 x13:0xff057ca1 x13:0xff057ca1 x13=0xff057ca1
         288724	     14424	800032ba	4069d093	srai	x1,x19,0x6	 x19:0x00000001  x1=0x00000000
         288744	     14425	800032be	90ba	c.add	x1,x14	  x1:0x00000000 x14:0x00000137  x1=0x00000137
         288784	     14427	800032c0	37f1c993	xori	x19,x3,895	  x3:0x00000001 x19=0x0000037e
         288844	     14430	800032c4	717d	c.addi16sp	x2,-16	  x2:0xff057b21  x2=0xff057b11
         288904	     14433	800032c6	002fd793	srli	x15,x31,0x2	 x31:0xff057b01 x15=0x3fc15ec0
         288964	     14436	800032ca	4063de13	srai	x28,x7,0x6	  x7:0x00000637 x28=0x00000018
         289044	     14440	800032ce	02015033	divu	x0,x2,x0	  x2:0xff057b11  x0:0x00000000  x0=0x00000000
         289084	     14442	800032d2	01c5a133	slt	x2,x11,x28	 x11:0x00000000 x28:0x00000018  x2=0x00000001
         289104	     14443	800032d6	8d75	c.and	x10,x13	 x10:0x8cd200f8 x13:0xff057ca1 x10=0x8c0000a0
         289144	     14445	800032d8	016a74b3	and	x9,x20,x22	 x20:0x7a3cd99b x22:0x00000000  x9=0x00000000
         289204	     14448	800032dc	01e88133	add	x2,x17,x30	 x17:0x00000000 x30:0x00000000  x2=0x00000000
         289264	     14451	800032e0	05662913	slti	x18,x12,86	 x12:0x0d5bd99b x18=0x00000000
         289324	     14454	800032e4	000d13b3	sll	x7,x26,x0	 x26:0x8000ae64  x0:0x00000000  x7=0x8000ae64
         289424	     14459	800032e8	03ad8e33	mul	x28,x27,x26	 x27:0x00000000 x26:0x8000ae64 x28=0x00000000
         290164	     14496	800032ec	02dd40b3	div	x1,x26,x13	 x26:0x8000ae64 x13:0xff057ca1  x1=0x00000082
         290224	     14499	800032f0	02b28ab3	mul	x21,x5,x11	  x5:0x00001fff x11:0x00000000 x21=0x00000000
         290244	     14500	800032f4	003f6033	or	x0,x30,x3	 x30:0x00000000  x3:0x00000001  x0=0x00000000
         290984	     14537	800032f8	027262b3	rem	x5,x4,x7	  x4:0x00000010  x7:0x8000ae64  x5=0x00000010
         291004	     14538	800032fc	d8bea037	lui	x0,0xd8bea	  x0=0x00000000
         291024	     14539	80003300	0a14	c.addi4spn	x13,x2,272	 x13=0x00000110
         291044	     14540	80003302	108b2013	slti	x0,x22,264	 x22:0x00000000  x0=0x00000000
         291124	     14544	80003306	02f5bc33	mulhu	x24,x11,x15	 x11:0x00000000 x15:0x3fc15ec0 x24=0x00000000
         291144	     14545	8000330a	8ed1	c.or	x13,x12	 x13:0x00000110 x12:0x0d5bd99b x13=0x0d5bd99b
         291164	     14546	8000330c	8ef5	c.and	x13,x13	 x13:0x0d5bd99b x13:0x0d5bd99b x13=0x0d5bd99b
         291184	     14547	8000330e	6315	c.lui	x6,0x5	  x6=0x00005000
         291264	     14551	80003310	03e212b3	mulh	x5,x4,x30	  x4:0x00000010 x30:0x00000000  x5=0x00000000
         291284	     14552	80003314	492d07b7	lui	x15,0x492d0	 x15=0x492d0000
         291304	     14553	80003318	019d82b3	add	x5,x27,x25	 x27:0x00000000 x25:0x6ce10000  x5=0x6ce10000
         291364	     14556	8000331c	6119	c.addi16sp	x2,384	  x2:0x00000000  x2=0x00000180
         291424	     14559	8000331e	171e4c93	xori	x25,x28,369	 x28:0x00000000 x25=0x00000171
         291444	     14560	80003322	8e15	c.sub	x12,x13	 x12:0x0d5bd99b x13:0x0d5bd99b x12=0x00000000
         291484	     14562	80003324	017f3ab3	sltu	x21,x30,x23	 x30:0x00000000 x23:0x00000233 x21=0x00000001
         291544	     14565	80003328	41b28ab3	sub	x21,x5,x27	  x5:0x6ce10000 x27:0x00000000 x21=0x6ce10000
         291604	     14568	8000332c	8ed5	c.or	x13,x13	 x13:0x0d5bd99b x13:0x0d5bd99b x13=0x0d5bd99b
         291624	     14569	8000332e	871a	c.mv	x14,x6	  x0:0x00000000  x6:0x00005000 x14=0x00005000
         291664	     14571	80003330	8eb5	c.xor	x13,x13	 x13:0x0d5bd99b x13:0x0d5bd99b x13=0x00000000
         291724	     14574	80003332	013fe933	or	x18,x31,x19	 x31:0xff057b01 x19:0x0000037e x18=0xff057b7f
         291784	     14577	80003336	915ffb93	andi	x23,x31,-1771	 x31:0xff057b01 x23=0xff057901
         291844	     14580	8000333a	4044d813	srai	x16,x9,0x4	  x9:0x00000000 x16=0x00000000
         291904	     14583	8000333e	00845b93	srli	x23,x8,0x8	  x8:0x00000000 x23=0x00000000
         291924	     14584	80003342	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         291964	     14586	80003344	bed50013	addi	x0,x10,-1043	 x10:0x8c0000a0  x0=0x00000000
         292744	     14625	80003348	02e05033	divu	x0,x0,x14	  x0:0x00000000 x14:0x00005000  x0=0x00000000
         292764	     14626	8000334c	01386db3	or	x27,x16,x19	 x16:0x00000000 x19:0x0000037e x27=0x0000037e
         292784	     14627	80003350	527d	c.li	x4,-1	  x4=0xffffffff
         292804	     14628	80003352	d2d3c213	xori	x4,x7,-723	  x7:0x8000ae64  x4=0x7fff5349
         292824	     14629	80003356	8ef5	c.and	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         292864	     14631	80003358	695d	c.lui	x18,0x17	 x18=0x00017000
         292924	     14634	8000335a	a0ed3493	sltiu	x9,x26,-1522	 x26:0x8000ae64  x9=0x00000001
         292984	     14637	8000335e	0069c6b3	xor	x13,x19,x6	 x19:0x0000037e  x6:0x00005000 x13=0x0000537e
         293104	     14643	80003362	02739033	mulh	x0,x7,x7	  x7:0x8000ae64  x7:0x8000ae64  x0=0x00000000
         293124	     14644	80003366	00115813	srli	x16,x2,0x1	  x2:0x00000180 x16=0x000000c0
         293164	     14646	8000336a	012cd693	srli	x13,x25,0x12	 x25:0x00000171 x13=0x00000000
         293224	     14649	8000336e	012bd193	srli	x3,x23,0x12	 x23:0x00000000  x3=0x00000000
         293284	     14652	80003372	40605513	srai	x10,x0,0x6	  x0:0x00000000 x10=0x00000000
         293304	     14653	80003376	8695	c.srai	x13,0x5	 x13:0x00000000 x13=0x00000000
         293344	     14655	80003378	8df5	c.and	x11,x13	 x11:0x00000000 x13:0x00000000 x11=0x00000000
         293364	     14656	8000337a	0af2	c.slli	x21,0x1c	 x21:0x6ce10000 x21=0x00000000
         293404	     14658	8000337c	415e5893	srai	x17,x28,0x15	 x28:0x00000000 x17=0x00000000
         293464	     14661	80003380	b13f7e13	andi	x28,x30,-1261	 x30:0x00000000 x28=0x00000000
         293524	     14664	80003384	01209693	slli	x13,x1,0x12	  x1:0x00000082 x13=0x02080000
         293624	     14669	80003388	03870233	mul	x4,x14,x24	 x14:0x00005000 x24:0x00000000  x4=0x00000000
         294364	     14706	8000338c	027fedb3	rem	x27,x31,x7	 x31:0xff057b01  x7:0x8000ae64 x27=0xff057b01
         295104	     14743	80003390	0276da33	divu	x20,x13,x7	 x13:0x02080000  x7:0x8000ae64 x20=0x00000000
         295124	     14744	80003394	a2f60493	addi	x9,x12,-1489	 x12:0x00000000  x9=0xfffffa2f
         295144	     14745	80003398	41f10cb3	sub	x25,x2,x31	  x2:0x00000180 x31:0xff057b01 x25=0x00fa867f
         295164	     14746	8000339c	01f55333	srl	x6,x10,x31	 x10:0x00000000 x31:0xff057b01  x6=0x00000000
         295244	     14750	800033a0	031f8bb3	mul	x23,x31,x17	 x31:0xff057b01 x17:0x00000000 x23=0x00000000
         295264	     14751	800033a4	00271293	slli	x5,x14,0x2	 x14:0x00005000  x5=0x00014000
         295324	     14754	800033a8	55d37013	andi	x0,x6,1373	  x6:0x00000000  x0=0x00000000
         295384	     14757	800033ac	6c59	c.lui	x24,0x16	 x24=0x00016000
         295404	     14758	800033ae	8fad	c.xor	x15,x11	 x15:0x492d0000 x11:0x00000000 x15=0x492d0000
         295444	     14760	800033b0	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         295464	     14761	800033b2	8cd5	c.or	x9,x13	  x9:0xfffffa2f x13:0x02080000  x9=0xfffffa2f
         295504	     14763	800033b4	717d	c.addi16sp	x2,-16	  x2:0x00000180  x2=0x00000170
         295564	     14766	800033b6	cd200013	addi	x0,x0,-814	  x0:0x00000000  x0=0x00000000
         296344	     14805	800033ba	021ae0b3	rem	x1,x21,x1	 x21:0x00000000  x1:0x00000082  x1=0x00000000
